1.00000000,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333
0.08333333,1.00000000,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333
0.08333333,0.08333333,1.00000000,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333
0.08333333,0.08333333,0.08333333,1.00000000,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333
0.08333333,0.08333333,0.08333333,0.08333333,1.00000000,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333
0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,1.00000000,0.08333333,0.08333333,0.08333333,0.08333333
0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,1.00000000,0.08333333,0.08333333,0.08333333
0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,1.00000000,0.08333333,0.08333333
0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,1.00000000,0.08333333
0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,0.08333333,1.00000000
